state,date,death,hospitalized,positive
WI,2020-05-03,339,1608,9227
WV,2020-05-03,50,,1191
WY,2020-05-03,7,60,586
AK,2020-05-02,9,39,365
AL,2020-05-02,288,1023,7434
AR,2020-05-02,73,414,3372
AS,2020-05-02,0,,0
AZ,2020-05-02,348,2033,8364
CA,2020-05-02,2171,,52197
CO,2020-05-02,832,2793,16225
CT,2020-05-02,2339,7758,28764
DC,2020-05-02,240,,4797
DE,2020-05-02,235,,5038
FL,2020-05-02,1388,5945,34209
GA,2020-05-02,1174,5387,28306
GU,2020-05-02,5,,148
HI,2020-05-02,16,72,619
IA,2020-05-02,175,,8641
ID,2020-05-02,63,178,2035
IL,2020-05-02,2559,,58505
IN,2020-05-02,1229,,19295
KS,2020-05-02,131,541,4746
KY,2020-05-02,248,1411,4879
LA,2020-05-02,1993,,29140
MA,2020-05-02,3846,6378,66263
MD,2020-05-02,1323,4910,24473
ME,2020-05-02,56,181,1152
MI,2020-05-02,4579,,48672
MN,2020-05-02,395,1159,9071
MO,2020-05-02,351,,8154
MP,2020-05-02,2,,14
MS,2020-05-02,291,1265,7441
MT,2020-05-02,16,61,455
NC,2020-05-02,420,,11509
ND,2020-05-02,24,90,1153
NE,2020-05-02,73,,4838
NH,2020-05-02,84,277,2429
NJ,2020-05-02,9225,,123731
NM,2020-05-02,139,587,3732
NV,2020-05-02,281,,5311
NY,2020-05-02,18909,,312977
OH,2020-05-02,1021,3712,19335
OK,2020-05-02,238,743,3851
OR,2020-05-02,104,591,2579
PA,2020-05-02,2418,,48305
PR,2020-05-02,95,,973
RI,2020-05-02,296,977,9522
SC,2020-05-02,267,1110,6489
SD,2020-05-02,21,187,2588
TN,2020-05-02,209,1125,12661
TX,2020-05-02,847,,30522
UT,2020-05-02,49,418,4981
VA,2020-05-02,616,2416,17731
VI,2020-05-02,4,,66
VT,2020-05-02,51,,885
WA,2020-05-02,824,,15665
WI,2020-05-02,334,1591,8920
WV,2020-05-02,48,,1169
WY,2020-05-02,7,58,579
AK,2020-05-01,9,39,364
AL,2020-05-01,279,1008,7158
AR,2020-05-01,64,414,3321
AS,2020-05-01,0,,0
AZ,2020-05-01,330,1986,7962
CA,2020-05-01,2073,,50442
CO,2020-05-01,820,2747,15768
CT,2020-05-01,2339,7758,28764
DC,2020-05-01,231,,4658
DE,2020-05-01,222,,4918
FL,2020-05-01,1314,5795,33506
GA,2020-05-01,1154,5269,27270
GU,2020-05-01,5,,146
HI,2020-05-01,16,70,618
IA,2020-05-01,170,,7884
ID,2020-05-01,63,178,2015
IL,2020-05-01,2457,,56055
IN,2020-05-01,1175,,18630
KS,2020-05-01,130,534,4449
KY,2020-05-01,240,1375,4708
LA,2020-05-01,1970,,28711
MA,2020-05-01,3716,6169,64311
MD,2020-05-01,1276,4718,23472
ME,2020-05-01,55,177,1123
MI,2020-05-01,4520,,48240
MN,2020-05-01,371,1096,8736
MO,2020-05-01,337,,7835
MP,2020-05-01,2,,14
MS,2020-05-01,281,1226,7212
MT,2020-05-01,16,61,453
NC,2020-05-01,399,,10923
ND,2020-05-01,23,86,1107
NE,2020-05-01,70,,4281
NH,2020-05-01,81,270,2310
NJ,2020-05-01,9000,,121190
NM,2020-05-01,131,587,3513
NV,2020-05-01,277,,5227
NY,2020-05-01,18610,,308314
OH,2020-05-01,1002,3634,18743
OK,2020-05-01,230,715,3748
OR,2020-05-01,103,578,2510
PA,2020-05-01,2354,,46971
PR,2020-05-01,92,,964
RI,2020-05-01,279,937,9333
SC,2020-05-01,256,1110,6258
SD,2020-05-01,21,179,2525
TN,2020-05-01,204,1113,11891
TX,2020-05-01,816,,29229
UT,2020-05-01,46,403,4828
VA,2020-05-01,581,2322,16901
VI,2020-05-01,4,,66
VT,2020-05-01,50,,879
WA,2020-05-01,814,,15418
WI,2020-05-01,327,1544,8550
WV,2020-05-01,46,,1136
WY,2020-05-01,7,56,566
AK,2020-04-30,9,38,355
AL,2020-04-30,269,978,7019
AR,2020-04-30,61,402,3255
AS,2020-04-30,0,,0
AZ,2020-04-30,320,1937,7648
CA,2020-04-30,1982,,48917
CO,2020-04-30,777,2697,15284
CT,2020-04-30,2257,,27700
DC,2020-04-30,224,,4323
DE,2020-04-30,210,,4734
FL,2020-04-30,1290,5795,32529
GA,2020-04-30,1120,5156,26155
GU,2020-04-30,5,,146
HI,2020-04-30,16,69,613
IA,2020-04-30,162,,7145
ID,2020-04-30,60,175,1984
IL,2020-04-30,2355,,52918
IN,2020-04-30,1114,,17835
KS,2020-04-30,129,523,4238
KY,2020-04-30,235,1359,4539
LA,2020-04-30,1905,,28001
MA,2020-04-30,3562,5942,62205
MD,2020-04-30,1226,4559,21742
ME,2020-04-30,53,170,1095
MI,2020-04-30,4434,,47505
MN,2020-04-30,343,1044,8116
MO,2020-04-30,329,,7562
MP,2020-04-30,2,,14
MS,2020-04-30,261,1175,6815
MT,2020-04-30,16,61,453
NC,2020-04-30,378,,10509
ND,2020-04-30,19,85,1067
NE,2020-04-30,68,,3784
NH,2020-04-30,72,262,2146
NJ,2020-04-30,8664,,118652
NM,2020-04-30,123,536,3411
NV,2020-04-30,269,,4998
NY,2020-04-30,18321,,304372
OH,2020-04-30,975,3533,18027
OK,2020-04-30,222,703,3618
OR,2020-04-30,101,569,2446
PA,2020-04-30,2292,,45763
PR,2020-04-30,92,,955
RI,2020-04-30,266,896,9016
SC,2020-04-30,244,1000,6095
SD,2020-04-30,17,173,2449
TN,2020-04-30,199,1045,10735
TX,2020-04-30,782,,28087
UT,2020-04-30,46,390,4672
VA,2020-04-30,552,2259,15846
VI,2020-04-30,4,,66
VT,2020-04-30,49,,866
WA,2020-04-30,801,,15090
WI,2020-04-30,316,1512,8052
WV,2020-04-30,41,,1118
WY,2020-04-30,7,56,559
AK,2020-04-29,9,38,355
AL,2020-04-29,245,945,6842
AR,2020-04-29,59,389,3192
AS,2020-04-29,0,,0
AZ,2020-04-29,304,1884,7202
CA,2020-04-29,1887,,46500
CO,2020-04-29,766,2621,14758
CT,2020-04-29,2168,,26767
DC,2020-04-29,205,,4106
DE,2020-04-29,204,,4655
FL,2020-04-29,1240,5624,32015
GA,2020-04-29,1093,5056,25623
GU,2020-04-29,5,,145
HI,2020-04-29,16,69,609
IA,2020-04-29,148,,6843
ID,2020-04-29,60,173,1952
IL,2020-04-29,2215,,50355
IN,2020-04-29,1065,,17182
KS,2020-04-29,125,515,3738
KY,2020-04-29,225,1331,4375
LA,2020-04-29,1845,,27660
MA,2020-04-29,3405,5758,60265
MD,2020-04-29,1168,4402,20849
ME,2020-04-29,52,166,1056
MI,2020-04-29,4335,,46488
MN,2020-04-29,319,950,7468
MO,2020-04-29,318,,7425
MP,2020-04-29,2,,14
MS,2020-04-29,250,1126,6569
MT,2020-04-29,16,61,451
NC,2020-04-29,354,,9948
ND,2020-04-29,19,82,1033
NE,2020-04-29,55,,3374
NH,2020-04-29,66,259,2054
NJ,2020-04-29,8184,,116264
NM,2020-04-29,112,536,3213
NV,2020-04-29,257,,4898
NY,2020-04-29,18015,,299691
OH,2020-04-29,937,3421,17303
OK,2020-04-29,214,693,3473
OR,2020-04-29,99,554,2385
PA,2020-04-29,2195,,44366
PR,2020-04-29,86,,904
RI,2020-04-29,251,750,8668
SC,2020-04-29,203,1000,5881
SD,2020-04-29,13,165,2373
TN,2020-04-29,195,1013,10366
TX,2020-04-29,732,,27054
UT,2020-04-29,45,383,4495
VA,2020-04-29,522,2165,14961
VI,2020-04-29,4,,62
VT,2020-04-29,47,,862
WA,2020-04-29,786,,14795
WI,2020-04-29,308,1489,7660
WV,2020-04-29,38,,1095
WY,2020-04-29,7,56,544
AK,2020-04-28,9,38,351
AL,2020-04-28,242,911,6687
AR,2020-04-28,52,291,3111
AS,2020-04-28,0,,0
AZ,2020-04-28,293,1824,6948
CA,2020-04-28,1809,,45031
CO,2020-04-28,736,2571,14316
CT,2020-04-28,2089,,26312
DC,2020-04-28,190,,3994
DE,2020-04-28,192,,4575
FL,2020-04-28,1154,5266,31672
GA,2020-04-28,1026,4814,24615
GU,2020-04-28,5,,144
HI,2020-04-28,16,68,607
IA,2020-04-28,136,,6376
ID,2020-04-28,58,172,1917
IL,2020-04-28,2125,,48102
IN,2020-04-28,901,,16588
KS,2020-04-28,124,504,3491
KY,2020-04-28,213,1281,4146
LA,2020-04-28,1801,,27286
MA,2020-04-28,3153,5515,58302
MD,2020-04-28,1099,4268,20113
ME,2020-04-28,51,163,1040
MI,2020-04-28,4247,,45538
MN,2020-04-28,301,912,6788
MO,2020-04-28,314,,7303
MP,2020-04-28,2,,14
MS,2020-04-28,239,1088,6342
MT,2020-04-28,15,61,451
NC,2020-04-28,342,,9568
ND,2020-04-28,19,79,991
NE,2020-04-28,55,,3358
NH,2020-04-28,60,249,2010
NJ,2020-04-28,7835,,113856
NM,2020-04-28,110,509,2974
NV,2020-04-28,251,,4805
NY,2020-04-28,17638,,295106
OH,2020-04-28,799,3340,16769
OK,2020-04-28,207,656,3410
OR,2020-04-28,92,554,2354
PA,2020-04-28,1716,,43264
PR,2020-04-28,86,,898
RI,2020-04-28,239,732,8296
SC,2020-04-28,177,944,5613
SD,2020-04-28,11,157,2313
TN,2020-04-28,188,894,10052
TX,2020-04-28,690,,26171
UT,2020-04-28,45,370,4343
VA,2020-04-28,492,2066,14339
VI,2020-04-28,4,,59
VT,2020-04-28,47,,862
WA,2020-04-28,765,,14425
WI,2020-04-28,300,1456,7391
WV,2020-04-28,37,,1079
WY,2020-04-28,7,56,536
AK,2020-04-27,9,37,345
AL,2020-04-27,222,872,6499
AR,2020-04-27,50,291,3017
AS,2020-04-27,0,,0
AZ,2020-04-27,275,1772,6716
CA,2020-04-27,1755,,43464
CO,2020-04-27,706,2485,13879
CT,2020-04-27,1998,,25269
DC,2020-04-27,185,,3892
DE,2020-04-27,181,,4162
FL,2020-04-27,1101,5211,30924
GA,2020-04-27,971,4681,23913
GU,2020-04-27,5,,142
HI,2020-04-27,14,68,606
IA,2020-04-27,127,,5868
ID,2020-04-27,56,169,1897
IL,2020-04-27,1983,,45883
IN,2020-04-27,844,,15961
KS,2020-04-27,120,496,3328
KY,2020-04-27,208,1274,4074
LA,2020-04-27,1740,,27068
MA,2020-04-27,3003,5237,56462
MD,2020-04-27,1045,4101,19487
ME,2020-04-27,51,161,1023
MI,2020-04-27,4148,,44709
MN,2020-04-27,286,861,6187
MO,2020-04-27,288,,7171
MP,2020-04-27,2,,14
MS,2020-04-27,229,1060,6094
MT,2020-04-27,14,61,449
NC,2020-04-27,306,,9142
ND,2020-04-27,19,77,942
NE,2020-04-27,56,,3028
NH,2020-04-27,60,246,1938
NJ,2020-04-27,7407,,111188
NM,2020-04-27,104,481,2823
NV,2020-04-27,245,,4690
NY,2020-04-27,17303,,291996
OH,2020-04-27,753,3232,16325
OK,2020-04-27,197,656,3280
OR,2020-04-27,91,546,2311
PA,2020-04-27,1597,,42050
PR,2020-04-27,84,,895
RI,2020-04-27,233,718,7972
SC,2020-04-27,174,944,5490
SD,2020-04-27,11,150,2245
TN,2020-04-27,184,837,9918
TX,2020-04-27,663,,25297
UT,2020-04-27,41,349,4233
VA,2020-04-27,458,2014,13535
VI,2020-04-27,4,,59
VT,2020-04-27,47,,855
WA,2020-04-27,749,,14311
WI,2020-04-27,281,1415,7161
WV,2020-04-27,36,,1063
WY,2020-04-27,7,54,520
AK,2020-04-26,9,37,341
AL,2020-04-26,216,845,6270
AR,2020-04-26,49,291,2941
AS,2020-04-26,0,,0
AZ,2020-04-26,275,1716,6526
CA,2020-04-26,1710,,42164
CO,2020-04-26,680,2438,13441
CT,2020-04-26,1924,,25269
DC,2020-04-26,178,,3841
DE,2020-04-26,168,,4034
FL,2020-04-26,1094,5155,30405
GA,2020-04-26,912,4359,23401
GU,2020-04-26,5,,141
HI,2020-04-26,14,68,603
IA,2020-04-26,118,,5476
ID,2020-04-26,56,169,1887
IL,2020-04-26,1933,,43903
IN,2020-04-26,813,,15012
KS,2020-04-26,118,485,3174
KY,2020-04-26,205,1266,3905
LA,2020-04-26,1729,,26773
MA,2020-04-26,2899,5104,54938
MD,2020-04-26,1001,3962,18581
ME,2020-04-26,50,159,1015
MI,2020-04-26,4036,,43789
MN,2020-04-26,272,829,5512
MO,2020-04-26,274,,6997
MP,2020-04-26,2,,14
MS,2020-04-26,227,1001,5911
MT,2020-04-26,14,61,448
NC,2020-04-26,299,,8830
ND,2020-04-26,17,71,867
NE,2020-04-26,53,,2732
NH,2020-04-26,60,242,1864
NJ,2020-04-26,7268,,109038
NM,2020-04-26,99,412,2726
NV,2020-04-26,235,,4602
NY,2020-04-26,16966,,288045
OH,2020-04-26,728,3178,15963
OK,2020-04-26,195,653,3253
OR,2020-04-26,87,536,2253
PA,2020-04-26,1550,,41165
PR,2020-04-26,84,,891
RI,2020-04-26,226,691,7769
SC,2020-04-26,174,944,5490
SD,2020-04-26,11,135,2212
TN,2020-04-26,181,828,9667
TX,2020-04-26,648,,24631
UT,2020-04-26,41,345,4123
VA,2020-04-26,448,1942,12970
VI,2020-04-26,4,,57
VT,2020-04-26,46,,852
WA,2020-04-26,738,,14145
WI,2020-04-26,272,1397,6963
WV,2020-04-26,34,,1044
WY,2020-04-26,7,54,502
AK,2020-04-25,9,37,339
AL,2020-04-25,212,839,6137
AR,2020-04-25,47,291,2829
AS,2020-04-25,0,,0
AZ,2020-04-25,266,1672,6280
CA,2020-04-25,1651,,41137
CO,2020-04-25,672,2410,12968
CT,2020-04-25,1862,,24582
DC,2020-04-25,165,,3699
DE,2020-04-25,155,,3576
FL,2020-04-25,1075,5045,29610
GA,2020-04-25,904,4326,22695
GU,2020-04-25,5,,141
HI,2020-04-25,13,67,601
IA,2020-04-25,112,,5092
ID,2020-04-25,54,168,1870
IL,2020-04-25,1874,,41777
IN,2020-04-25,785,,14395
KS,2020-04-25,117,474,3056
KY,2020-04-25,200,1143,3779
LA,2020-04-25,1703,,26512
MA,2020-04-25,2877,4965,53348
MD,2020-04-25,948,3760,17766
ME,2020-04-25,50,156,990
MI,2020-04-25,3929,,43263
MN,2020-04-25,244,797,5127
MO,2020-04-25,273,,6826
MP,2020-04-25,2,,14
MS,2020-04-25,221,996,5718
MT,2020-04-25,14,61,445
NC,2020-04-25,289,,8623
ND,2020-04-25,16,70,803
NE,2020-04-25,50,,2421
NH,2020-04-25,60,238,1787
NJ,2020-04-25,7166,,105523
NM,2020-04-25,93,412,2660
NV,2020-04-25,229,,4539
NY,2020-04-25,16599,,282143
OH,2020-04-25,711,3115,15587
OK,2020-04-25,194,637,3193
OR,2020-04-25,86,520,2177
PA,2020-04-25,1537,,40049
PR,2020-04-25,83,,878
RI,2020-04-25,215,576,7493
SC,2020-04-25,166,944,5253
SD,2020-04-25,10,128,2147
TN,2020-04-25,178,821,9189
TX,2020-04-25,623,,23773
UT,2020-04-25,41,329,3948
VA,2020-04-25,436,1837,12366
VI,2020-04-25,3,,55
VT,2020-04-25,46,,843
WA,2020-04-25,665,,13794
WI,2020-04-25,266,1376,6715
WV,2020-04-25,32,,1020
WY,2020-04-25,7,54,491
AK,2020-04-24,9,37,339
AL,2020-04-24,197,768,5832
AR,2020-04-24,45,291,2741
AS,2020-04-24,0,,0
AZ,2020-04-24,266,1626,6045
CA,2020-04-24,1562,,39254
CO,2020-04-24,674,2366,12255
CT,2020-04-24,1764,,23921
DC,2020-04-24,153,,3528
DE,2020-04-24,147,,3442
FL,2020-04-24,1031,4888,28876
GA,2020-04-24,892,4221,22147
GU,2020-04-24,5,,140
HI,2020-04-24,12,63,596
IA,2020-04-24,107,,4445
ID,2020-04-24,54,166,1836
IL,2020-04-24,1795,,39658
IN,2020-04-24,741,,13680
KS,2020-04-24,111,457,2777
KY,2020-04-24,191,1115,3481
LA,2020-04-24,1660,,26140
MA,2020-04-24,2877,4752,46023
MD,2020-04-24,899,3618,16616
ME,2020-04-24,47,152,965
MI,2020-04-24,3818,,42730
MN,2020-04-24,221,756,4788
MO,2020-04-24,262,,6625
MP,2020-04-24,2,,14
MS,2020-04-24,209,970,5434
MT,2020-04-24,14,59,444
NC,2020-04-24,269,,8052
ND,2020-04-24,15,67,747
NE,2020-04-24,47,,2124
NH,2020-04-24,53,224,1720
NJ,2020-04-24,6886,,102196
NM,2020-04-24,84,412,2521
NV,2020-04-24,216,,4398
NY,2020-04-24,16162,,271590
OH,2020-04-24,690,3053,15169
OK,2020-04-24,188,637,3121
OR,2020-04-24,83,512,2127
PA,2020-04-24,1492,,38652
PR,2020-04-24,77,,871
RI,2020-04-24,202,576,7188
SC,2020-04-24,150,837,4917
SD,2020-04-24,10,124,2040
TN,2020-04-24,168,808,8726
TX,2020-04-24,593,,22806
UT,2020-04-24,39,315,3782
VA,2020-04-24,410,1753,11594
VI,2020-04-24,3,,54
VT,2020-04-24,44,,834
WA,2020-04-24,659,,13519
WI,2020-04-24,262,1353,6364
WV,2020-04-24,32,,988
WY,2020-04-24,7,54,473
AK,2020-04-23,9,37,337
AL,2020-04-23,197,768,5778
AR,2020-04-23,45,291,2465
AS,2020-04-23,0,,0
AZ,2020-04-23,249,1572,5769
CA,2020-04-23,1469,,37369
CO,2020-04-23,552,2237,11262
CT,2020-04-23,1639,,23100
DC,2020-04-23,139,,3361
DE,2020-04-23,131,,3308
FL,2020-04-23,979,4693,27662
GA,2020-04-23,872,4069,21512
GU,2020-04-23,5,,138
HI,2020-04-23,12,63,592
IA,2020-04-23,96,,3924
ID,2020-04-23,54,162,1802
IL,2020-04-23,1688,,36934
IN,2020-04-23,706,,13039
KS,2020-04-23,112,442,2482
KY,2020-04-23,185,1105,3373
LA,2020-04-23,1599,,25739
MA,2020-04-23,2769,4493,46023
MD,2020-04-23,831,3477,15737
ME,2020-04-23,44,150,937
MI,2020-04-23,3711,,41694
MN,2020-04-23,200,712,4270
MO,2020-04-23,218,,6321
MP,2020-04-23,2,,14
MS,2020-04-23,201,946,5153
MT,2020-04-23,14,59,442
NC,2020-04-23,253,,7608
ND,2020-04-23,15,65,709
NE,2020-04-23,45,,1813
NH,2020-04-23,51,218,1670
NJ,2020-04-23,6607,,99989
NM,2020-04-23,78,367,2379
NV,2020-04-23,210,,4208
NY,2020-04-23,15740,,263460
OH,2020-04-23,656,2960,14694
OK,2020-04-23,179,622,3017
OR,2020-04-23,78,488,2059
PA,2020-04-23,1421,,37053
PR,2020-04-23,69,,915
RI,2020-04-23,213,757,6773
SC,2020-04-23,150,837,4917
SD,2020-04-23,9,119,1956
TN,2020-04-23,170,793,8266
TX,2020-04-23,561,,21944
UT,2020-04-23,35,301,3612
VA,2020-04-23,372,1659,10998
VI,2020-04-23,3,,54
VT,2020-04-23,43,,831
WA,2020-04-23,654,,13235
WI,2020-04-23,257,1318,6011
WV,2020-04-23,29,,967
WY,2020-04-23,7,52,453
AK,2020-04-22,9,37,335
AL,2020-04-22,194,730,5465
AR,2020-04-22,42,291,2276
AS,2020-04-22,0,,0
AZ,2020-04-22,229,1528,5459
CA,2020-04-22,1354,,35396
CO,2020-04-22,508,2123,10878
CT,2020-04-22,1544,,22469
DC,2020-04-22,127,,3206
DE,2020-04-22,117,,3200
FL,2020-04-22,910,4469,26965
GA,2020-04-22,836,3959,20740
GU,2020-04-22,5,,134
HI,2020-04-22,12,56,586
IA,2020-04-22,90,,3748
ID,2020-04-22,51,158,1766
IL,2020-04-22,1565,,35108
IN,2020-04-22,661,,12438
KS,2020-04-22,110,432,2211
KY,2020-04-22,171,1076,3192
LA,2020-04-22,1532,,25258
MA,2020-04-22,2597,4256,42944
MD,2020-04-22,779,3325,14775
ME,2020-04-22,39,144,907
MI,2020-04-22,3602,,40705
MN,2020-04-22,179,660,3758
MO,2020-04-22,208,,6137
MP,2020-04-22,2,,14
MS,2020-04-22,193,910,4894
MT,2020-04-22,14,59,439
NC,2020-04-22,242,,7220
ND,2020-04-22,14,62,677
NE,2020-04-22,38,,1722
NH,2020-04-22,48,213,1588
NJ,2020-04-22,6275,,95865
NM,2020-04-22,71,331,2210
NV,2020-04-22,201,,4081
NY,2020-04-22,15302,,257216
OH,2020-04-22,610,2882,14117
OK,2020-04-22,170,588,2894
OR,2020-04-22,78,471,2002
PA,2020-04-22,1622,,35684
PR,2020-04-22,67,,915
RI,2020-04-22,201,717,6354
SC,2020-04-22,140,837,4761
SD,2020-04-22,8,111,1858
TN,2020-04-22,166,775,7842
TX,2020-04-22,543,,21069
UT,2020-04-22,34,288,3445
VA,2020-04-22,349,1581,10266
VI,2020-04-22,3,,54
VT,2020-04-22,40,,828
WA,2020-04-22,647,,12967
WI,2020-04-22,246,1302,5766
WV,2020-04-22,26,,939
WY,2020-04-22,6,52,447
AK,2020-04-21,9,37,329
AL,2020-04-21,177,699,5231
AR,2020-04-21,43,291,2227
AS,2020-04-21,0,,0
AZ,2020-04-21,208,1484,5251
CA,2020-04-21,1268,,33261
CO,2020-04-21,486,2003,10447
CT,2020-04-21,1423,,20360
DC,2020-04-21,112,,3098
DE,2020-04-21,104,,2931
FL,2020-04-21,856,4235,26106
GA,2020-04-21,799,3779,19881
GU,2020-04-21,5,,133
HI,2020-04-21,10,55,584
IA,2020-04-21,83,,3641
ID,2020-04-21,48,157,1736
IL,2020-04-21,1468,,33059
IN,2020-04-21,630,,12097
KS,2020-04-21,107,419,2025
KY,2020-04-21,154,1059,3050
LA,2020-04-21,1405,,24854
MA,2020-04-21,2449,4009,41199
MD,2020-04-21,732,3158,14193
ME,2020-04-21,36,139,888
MI,2020-04-21,3471,,39589
MN,2020-04-21,160,629,3452
MO,2020-04-21,189,,5941
MP,2020-04-21,2,,14
MS,2020-04-21,183,858,4716
MT,2020-04-21,12,59,437
NC,2020-04-21,213,,6951
ND,2020-04-21,13,54,644
NE,2020-04-21,33,,1648
NH,2020-04-21,42,206,1491
NJ,2020-04-21,5932,,92387
NM,2020-04-21,65,306,2072
NV,2020-04-21,193,,3937
NY,2020-04-21,14828,,251690
OH,2020-04-21,557,2779,13725
OK,2020-04-21,164,561,2807
OR,2020-04-21,75,465,1956
PA,2020-04-21,1564,,34528
PR,2020-04-21,64,,1298
RI,2020-04-21,186,674,5972
SC,2020-04-21,124,776,4439
SD,2020-04-21,8,100,1755
TN,2020-04-21,157,760,7394
TX,2020-04-21,517,,20196
UT,2020-04-21,32,277,3296
VA,2020-04-21,324,1500,9630
VI,2020-04-21,3,,54
VT,2020-04-21,40,,820
WA,2020-04-21,640,,12633
WI,2020-04-21,242,1252,5509
WV,2020-04-21,26,,914
WY,2020-04-21,6,52,441
AK,2020-04-20,9,37,321
AL,2020-04-20,167,641,5025
AR,2020-04-20,42,291,1923
AS,2020-04-20,0,,0
AZ,2020-04-20,187,1454,5064
CA,2020-04-20,1208,,30978
CO,2020-04-20,449,1880,10106
CT,2020-04-20,1331,,19815
DC,2020-04-20,105,,2927
DE,2020-04-20,99,,2745
FL,2020-04-20,806,4010,25360
GA,2020-04-20,733,3550,18947
GU,2020-04-20,5,,133
HI,2020-04-20,10,52,580
IA,2020-04-20,79,,3159
ID,2020-04-20,45,151,1672
IL,2020-04-20,1349,,31508
IN,2020-04-20,569,,11686
KS,2020-04-20,100,405,1986
KY,2020-04-20,148,1059,2960
LA,2020-04-20,1328,,24523
MA,2020-04-20,2303,3872,38077
MD,2020-04-20,683,3014,13684
ME,2020-04-20,35,138,875
MI,2020-04-20,3347,,38494
MN,2020-04-20,143,602,3190
MO,2020-04-20,177,,5807
MP,2020-04-20,2,,14
MS,2020-04-20,169,819,4512
MT,2020-04-20,10,57,433
NC,2020-04-20,179,,6764
ND,2020-04-20,13,53,626
NE,2020-04-20,28,,1474
NH,2020-04-20,42,201,1447
NJ,2020-04-20,5518,,88806
NM,2020-04-20,58,291,1971
NV,2020-04-20,180,,3830
NY,2020-04-20,14347,,247512
OH,2020-04-20,509,2653,12919
OK,2020-04-20,143,541,2680
OR,2020-04-20,74,456,1910
PA,2020-04-20,1204,,33232
PR,2020-04-20,63,,1252
RI,2020-04-20,175,629,5585
SC,2020-04-20,120,776,4377
SD,2020-04-20,7,87,1685
TN,2020-04-20,152,730,7238
TX,2020-04-20,495,,19458
UT,2020-04-20,28,268,3213
VA,2020-04-20,300,1422,8990
VI,2020-04-20,3,,53
VT,2020-04-20,38,,817
WA,2020-04-20,629,,12537
WI,2020-04-20,230,1211,5353
WV,2020-04-20,24,,902
WY,2020-04-20,2,51,428
AK,2020-04-19,9,37,319
AL,2020-04-19,154,641,4837
AR,2020-04-19,40,291,1781
AS,2020-04-19,0,,0
AZ,2020-04-19,184,1387,4929
CA,2020-04-19,1166,,30333
CO,2020-04-19,422,1813,9730
CT,2020-04-19,1086,,17550
DC,2020-04-19,96,,2793
DE,2020-04-19,90,,2538
FL,2020-04-19,781,3930,24647
GA,2020-04-19,687,3464,18301
GU,2020-04-19,5,,133
HI,2020-04-19,9,51,574
IA,2020-04-19,75,,2902
ID,2020-04-19,44,151,1668
IL,2020-04-19,1290,,30357
IN,2020-04-19,562,,11210
KS,2020-04-19,92,390,1849
KY,2020-04-19,144,1059,2707
LA,2020-04-19,1296,,23928
MA,2020-04-19,2146,3789,38077
MD,2020-04-19,626,2886,12830
ME,2020-04-19,34,136,867
MI,2020-04-19,3236,,37557
MN,2020-04-19,134,574,2914
MO,2020-04-19,176,,5667
MP,2020-04-19,2,,14
MS,2020-04-19,159,808,4274
MT,2020-04-19,10,55,433
NC,2020-04-19,172,,6493
ND,2020-04-19,10,51,584
NE,2020-04-19,28,,1287
NH,2020-04-19,41,198,1392
NJ,2020-04-19,5310,,85301
NM,2020-04-19,55,274,1845
NV,2020-04-19,172,,3728
NY,2020-04-19,13869,,242786
OH,2020-04-19,471,2565,11602
OK,2020-04-19,140,541,2599
OR,2020-04-19,72,449,1844
PA,2020-04-19,1112,,32284
PR,2020-04-19,62,,1213
RI,2020-04-19,164,605,5207
SC,2020-04-19,120,776,4377
SD,2020-04-19,7,74,1635
TN,2020-04-19,148,724,7070
TX,2020-04-19,477,,18923
UT,2020-04-19,27,259,3069
VA,2020-04-19,277,1296,8537
VI,2020-04-19,3,,53
VT,2020-04-19,38,,813
WA,2020-04-19,615,,12361
WI,2020-04-19,220,1190,5176
WV,2020-04-19,18,,863
WY,2020-04-19,2,50,426
AK,2020-04-18,9,37,314
AL,2020-04-18,146,620,4655
AR,2020-04-18,38,291,1739
AS,2020-04-18,0,,0
AZ,2020-04-18,177,1341,4719
CA,2020-04-18,1072,,28963
CO,2020-04-18,411,1797,9433
CT,2020-04-18,1036,,16809
DC,2020-04-18,91,,2666
DE,2020-04-18,86,,2323
FL,2020-04-18,754,3842,23906
GA,2020-04-18,673,3420,17669
GU,2020-04-18,5,,133
HI,2020-04-18,9,48,553
IA,2020-04-18,74,,2513
ID,2020-04-18,43,151,1655
IL,2020-04-18,1259,,29160
IN,2020-04-18,545,,10641
KS,2020-04-18,86,383,1790
KY,2020-04-18,137,1008,2522
LA,2020-04-18,1267,,23580
MA,2020-04-18,1983,3728,36372
MD,2020-04-18,582,2757,12308
ME,2020-04-18,32,136,847
MI,2020-04-18,3107,,37029
MN,2020-04-18,121,561,2788
MO,2020-04-18,175,,5517
MP,2020-04-18,2,,14
MS,2020-04-18,152,782,3974
MT,2020-04-18,10,55,426
NC,2020-04-18,164,,6140
ND,2020-04-18,9,47,528
NE,2020-04-18,24,,1138
NH,2020-04-18,38,192,1342
NJ,2020-04-18,5139,,81420
NM,2020-04-18,53,258,1798
NV,2020-04-18,168,,3626
NY,2020-04-18,13362,,236732
OH,2020-04-18,451,2519,10222
OK,2020-04-18,139,541,2570
OR,2020-04-18,70,427,1785
PA,2020-04-18,836,,31069
PR,2020-04-18,60,,1118
RI,2020-04-18,150,578,4868
SC,2020-04-18,119,776,4246
SD,2020-04-18,7,68,1542
